"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__hasLift","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__parkingSpace__parkingSpacePrice","elementList__newDevelopmentFinished","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__topNewDevelopment","elementList__superTopHighlight","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","lowerRangePosition","upperRangePosition","paginable"
"99015536","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9a/c4/0f/1031494092.jpg","00928","33","3","270000.0","flat","sale","113.0","True","3","2","Centro","Madrid","Arganda","Centro","es","40.3010465","-3.4515138","False","https://www.idealista.com/inmueble/99015536/","4059","Espectacular piso del 2021 situado en una zona super moderna. Ubicado en una urbanización con zonas comunes entre las que se encuentra una gran piscina, un salón comunitario para celebración de fiestas, zonas verdes y modernas taquillas para la recepción automática de paquetes de empresas tipo amazon, mrw, etc.  El piso está en perfecto estado y está a estrenar ya que no se ha habitado. Tiene 113 m2 construidos siendo 76.73 m2 últiles.   Cuenta con un luminoso salón comedor con cocina abierta en el mismo espacio y comunicado con una terraza con vistas a la piscina y jardín común. Lavadero. Tres habitaciones con armarios empotrados forrados y 2 baños, uno de ellos dentro del dormitorio principal. La propiedad incluye trastero y una plaza de garaje. Cabe la posibilidad de compra de una segunda plaza de garaje dentro del edificio.   Un precioso piso situado en una zona con todos los servicios que puedas necesitar, colegios, centros de salud hospital, supermercados, autobuses, etc.  No dudes en contactarnos para visitarlo.","False","good","False","True","True","True","","","2389.0","flat","","Centro, Arganda","Piso","True","False","False","False","","","False","False","","","","","","","","","",""
"98985441","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/cf/84/1046235383.jpg","00926","53","","300000.0","chalet","sale","365.0","False","3","2","Eurovillas","Madrid","Eurovillas","","es","40.3440615","-3.2771395","False","https://www.idealista.com/inmueble/98985441/","11664","Chalet construido en 2008 y en perfecto estado situado en la urbanización Eurovillas.   Su parcela de 963 m2 está compuesta por diferentes zonas además de la casa.   Destaca un espectacular salón de fiestas de 70 m2 con cocina, aseo, barbacoa y todo lo necesario para pasar horas de entretenimiento con tus amigos o familia.   Dispone de una gran leñera y de varios techados para herramientas.   La planta principal de 190 m2 alberga un porche de entrada acristalado, un recibidor espacioso con armarios empotrados, el salón comedor con chimenea de casette, una cocina amueblada con gran capacidad de almacenaje y comunicada con un lavadero con salida a la parte trasera, 3 dormitorios con armarios empotrados y 2 baños, uno de ellos dentro de la habitación principal.   En la planta semisótano se halla un inmenso garaje de más de 100 m2 que puede utilizar también como taller de trabajo o almacenaje.   Una casa que merece la pena conocer. llámanos y te la enseñaremos sin compromiso alguno.","False","good","False","","True","True","","","822.0","chalet","independantHouse","Eurovillas","Casa independiente","True","False","False","False","","","False","False","","","","","","","","","",""
"99446115","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/58/ed/1047464432.jpg","CHA0132","50","","319900.0","chalet","sale","265.0","False","5","3","Pozuelo del Rey","Madrid","Pozuelo del Rey","","es","40.3670906","-3.3186402","False","https://www.idealista.com/inmueble/99446115/","10143","INMOBILIARIA TAGONIA vende vivienda independiente de tres plantas en Pozuelo del Rey. El chalet consta de 100 metros por planta y 40 metros en la buhardilla distribuidos en 5 dormitorios, 3 baños, 1 aseo, salón comedor, cocina y garaje para 4 coches. Al entrar a la vivienda, el recibidor separa el luminoso salón con CHIMENEA con grandes ventanales y acceso al porche trasero, de la cocina, el aseo y el despacho. Además desde el salón tenemos un cómodo acceso a la cocina. Ésta de 30 metros2 con despensa y de nuevo con grandes ventanales con vista a la entrada de la parcela tiene una salida a una terraza donde está hecha la preinstalación del AIRE ACONDICIONADO, ideal además para tender o guardar todo aquello que necesites fuera. En esta planta baja tenemos un aseo y una habitación perfecta para un despacho, zona de estar o de juegos con mucha luz y vistas a la parte delantera de la casa. En el sótano por el que se puede acceder desde la vivienda o a través de una puerta automática exterior, hay espacio para 4 coches. En esta misma planta está la caldera y el depósito de gasoil.  La primera planta del chalet es la zona de descanso donde tenemos 4 dormitorios, dos de ellos con baño incorporado y un tercer baño en el pasillo. Todos ellos cuentan con ARMARIOS EMPOTRADOS. En el bajo cubierta tiene una gran buhardilla con dos ventanas tipo velux.  En la planta baja los suelos son de gres y en el resto de la vivienda de tarima.  Hay que destacar que toda la vivienda está diseñada y construida con mimo. La fachada es de ladrillo visto y tiene una capa de 7cm de aislante térmico, acústico y contra incendios.  Pozuelo del Rey es un pequeño y tranquilo municipio de la comunidad de Madrid situado a 5 km de Torres de la Alameda, a 21 km de Alcalá de Henares, a 20 km de Torrejón de Ardoz y a 40 km de avenida de América (Madrid). Dispone de todos los servicios necesarios (colegio, centro de salud, farmacia, supermercado, guardería etc) así como transporte público que comunica la localidad con Torrejón de Ardoz, Alcalá de Henares y Madrid. Cuenta con dos líneas de autobús, teniendo una de ellas cabecera en el Intercambiador de Avenida de América. Estas líneas son: Línea 261: Madrid (Avenida de América)-Nuevo Baztán-Villar del Olmo Línea 321: Arganda del Rey (Hospital)-Villar del Olmo.","False","good","False","","True","True","","","1207.0","chalet","independantHouse","Pozuelo del Rey","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"97653830","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/68/44/17/986074796.jpg","Lillo-294","42","","156000.0","chalet","sale","84.0","False","3","2","Nueva, 19","Madrid","Pozuelo del Rey","","es","40.3665441","-3.3206352","True","https://www.idealista.com/inmueble/97653830/","9981","Casa de 84 m2 (2 plantas)  de 3 dormitorios + Dos baños con ventanas  + Trastero de 3 m2 Y con Piscina y Sauna comunitarias En Pozuelo del Rey  Salón independiente, muy luminoso: Con dos ventanas. Y además con Aire acondicionado con Bomba de Calor.  Cocina semi amueblada (7 m2).  3 Dormitorios + 2 baños.  3 Armarios empotrados forrados y revestidos.  1 Baño en planta baja y 1 baño en planta alta.  Suelos en gres.  Ventanas aluminio con climalit.","True","good","False","","","","","","1857.0","chalet","terracedHouse","Pozuelo del Rey","Chalet adosado en Nueva, 19","True","False","True","False","","","False","False","","","","","","","","","",""
"97063603","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c8/86/8f/968860954.jpg","Vivienda-restaurante","71","","380000.0","chalet","sale","380.0","False","6","6","Calle del Real, 9","Madrid","Pozuelo del Rey","","es","40.365416","-3.3212789","True","https://www.idealista.com/inmueble/97063603/","9853","Se venden Bar-Restaurante + Vivienda 1.- Planta sótano: Cueva de piedra 2.- Planta baja 184 m2:  Bar-Restaurante + Terraza de 250 m2 3.- Planta alta: Dos viviendas Independientes, una de 184 m2 con 4 dormitorios y 3 baños + terrazas. Y además una buhardilla de 45 m2, con un apartamento independiente de 1 dormitorio y 1 baño. En Pozuelo del Rey: -Con más de 20 metros de fachada-   Al lado de la carretera principal de entrada al pueblo.   Con una gran zona de aparcamiento para coches. Se vende cafetería-restaurante en funcionamiento con 184 m2. 1 salón grande + terraza grande. Muy bien equipado. Y además Dos viviendas independientes en planta alta. Disponemos de planos; De video; De Tour Virtual, De muchas más fotos.  Contacte con nosotros y le informaremos! El conjunto en venta constituye una única finca registral, sin división horizontal y está compuesto por un local/restaurante en funcionamiento en planta baja y sótano y dos viviendas en la planta superior. El Restaurante tiene acceso directo desde la calle Real, bien por el bar o bien por una terraza, teniendo casi 20 metros de fachada total. El RESTAURANTE está totalmente equipado y abierto a diario al público. En la planta sótano hay una cueva de piedra con acceso desde el bar mediante una escalera. Tiene todos los servicios, incluso aseos. Sobre el local y con entrada independiente desde el lateral, a través de una escalera abierta se sube a las dos viviendas. Una con 4 Dormitorios y 3 Baños. Y la Buhardilla con 1 Dormitorio + 1 baño  Las viviendas están en uso y bien conservadas y mantenidas. Las ventanas de ambas viviendas dan sobre el patio de acceso, la calle y sobre la cubierta del restaurante. La situación de este complejo le confiere la influencia tanto de Pozuelo del Rey, como de Eurovillas y Nuevo Baztán ya que está en cruce de las carreteras de Loeches y Campo Real a Eurovilllas y de Torres de la Alameda a Valdilecha. También tiene la influencia de estar situada en la calle principal del municipio o cruce de carreteras de los mencionados municipios.  Bar-Restaurante de 184 m2 + Terraza de 250 m2. Y además viviendas de 184 m2 + terrazas/patios. En todo el conjunto: Calefacción de gasoil y Aire acondicionado F/C. Bar-Restaurante totalmente equipado. Cocina grande, moderna y super equipada, con ventanas y salida de humos. AFORO para comedor: 80 comensales sentados. Maquinaria de cafetera y de grifo de cerveza “Libre” o “sin compromisos”. Funciona muy bien en desayunos, menús y afterwork por encontrarse en zona residencial. Tiene, además, una magnifica terraza con 100 comensales sentados.  ¡ Oportunidad de tener un buen negocio: Licencia definitiva, tanto del local como de la terraza!  Buena facturación. En Pozuelo del Rey no hay mucha oferta de locales y son escasos los destinados a la hostelería….","True","good","False","","","","","","1000.0","chalet","independantHouse","Pozuelo del Rey","Casa independiente en Calle del Real, 9","True","False","True","False","","","False","False","","","","","","","","","",""
"33127715","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/91/7c/142530065.jpg","Lillo-239","29","","199000.0","chalet","sale","370.0","False","8","4","Plaza arrabal, 6","Madrid","Torres de la Alameda","","es","40.4055192","-3.3603055","True","https://www.idealista.com/inmueble/33127715/","11986","Casa de pueblo grande (370 m2) con parcela de 504 m2: Tres viviendas independientes. Planta Baja 224 m2: Vivienda de 136 m2 con salón, cocina, 4 dormitorios y baño. Buen patio delantero y gran parcela en la parte de atrás. Garaje para 2 o 3 coches. Porche techado. Almacén de 75 m2 al fondo de la parcela. Planta Alta 146 m2:  Dos viviendas de 73 m2 cada una: Salón, cocina amueblada, baño y 2 dormitorios. Terraza/Porche de acceso a las dos viviendas. Precio por TRES viviendas y una gran parcela: 199.000 €.  "" Necesita una buena REFORMA"". Torres. S e Vende Casa de pueblo grande (370 m2) con parcela de 504 m2: Tres viviendas independientes. Planta Baja 224 m2: Vivienda de 136 m2 con salón, cocina, 4 dormitorios y baño. Buen patio delantero y gran parcela o jardín en la parte de atrás. Garaje para 2 o 3 coches. Porche techado. Almacén de 75 m2 al fondo de la parcela. Planta Alta 146 m2: Dos viviendas de 73 m2 cada una: Salón, cocina amueblada, baño y 2 dormitorios. Terraza/Porche de acceso a las dos viviendas. Precio por TRES viviendas y una gran parcela: 199.000 €. Certificación Energética: E-365>>  "" Necesita una buena REFORMA"".  DISPONEMOS DE PLANOS.","False","renew","False","","True","True","","","538.0","chalet","independantHouse","Torres de la Alameda","Casa independiente en Plaza arrabal, 6","True","False","False","False","","","False","False","","","","","","","","","",""
"99553947","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0a/89/e0/1047336884.jpg","NP051122359","46","","338000.0","chalet","sale","192.0","False","4","3","Calle Maria Zambrano","Madrid","Loeches","","es","40.3843251","-3.4171992","False","https://www.idealista.com/inmueble/99553947/","9123","NEO Patrimonial ofrece fantastico adosado en Loeches. El inmueble consta de 192m² de superficie construida según catastro todos ellos corresponden a la vivienda.  Se distribuye en 3 plantas. En la primera encontramos un amplio salón-comedor muy luminoso gracias al amplio ventanal que da salida al patio trasero de la vivienda, el cual cuenta con toldo, cocina independiente totalmente amueblada y con zona de office, 1 dormitorio doble con armario empotrado y 1 cuarto de baño completo, en la parte delantera encontramos un porche cubierto con zona de comedor equipado con toldo y la zona de parquin. La 2 planta dispone de 3 dormitorios dobles, todos ellos equipados con armarios empotrados, 2 cuartos de baño completos, 1 de ellos en suite en el dormitorio principal. En la buhardilla encontramos un espacio diáfano, actualmente utilizado como salón y con salida a una amplia terraza con zona chill out. Carpintería exterior con cristales Climalit, carpintería interior de madera lacada en blanco y suelos de tarima en toda la vivienda a excepción de las zonas de agua que son de gres. Calefacción y agua caliente individual de Gas Natural, aire acondicionando por Split con bomba de frio y calor y puerta blindada. Con todos los servicios de primera necesidad al alcance: Centros Médicos, Farmacias, Colegios, Supermercados, Pequeño Comercio, Restauración, Gasolineras etc. Excelente comunicación de autobuses interurbanos a tan solo unos minutos del edificio. *Impuestos ITP o IVA y gastos, notaría, registro, gestoría etc. no incluidos. NEO Patrimonial le ofrece la posibilidad de hacer cualquier tipo de reforma de esta vivienda al mejor precio.","False","good","False","","True","True","","","1760.0","chalet","terracedHouse","Loeches","Chalet adosado en Calle Maria Zambrano","False","False","False","False","","","False","False","","","","","","","","","",""
"98476299","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bd/70/a7/1013517252.jpg","MN4-4488","23","2","169000.0","flat","sale","101.0","True","4","2","JOAN MIRO","Madrid","Mejorada del Campo","","es","40.3956217","-3.4810452","False","https://www.idealista.com/inmueble/98476299/","12214","Fabuloso piso de 4 habitaciones y 2 baños, en Mejorada del Campo. 101 m2 construidos. Orientación Oeste. Cocina independiente. Terraza cerrada. Calefacción de propano y aire acondicionado. Armarios empotrados, suelo de gres y ventanas dobles de aluminio. No dispone de ascensor. NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra – venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.","True","good","False","False","","","","","1673.0","flat","","Mejorada del Campo","Piso en JOAN MIRO","False","False","False","False","","","False","False","","","","","","","","","",""
"97272739","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/f7/f9/974286249.jpg","10794-V","51","4","340000.0","duplex","sale","153.0","True","4","2","Calle Presidente Felipe González","Madrid","Arganda","Perlita","es","40.2951715","-3.4439088","False","https://www.idealista.com/inmueble/97272739/","3516","Entrega de la vivienda para el 1 de febrero de 2.023.     Espectacular Ático-Dúplex en venta en Arganda del Rey, Zona La Perlita, dividido en 2 plantas, con 152.78 m2 construidos, 115.50 m2 útiles.    En la planta baja tiene un gran salón-comedor de 31m2 con un ventanal de acceso una terraza de 8m2 con bonitas vistas a las zonas comunes, también tienes la cocina equipada con muebles altos y bajos de gran capacidad, con horno, campana y vitroceramica, situado en el hall de entrada encontrarás un pequeño trastero como despensa y las escaleras que dan acceso a la primera planta.    En planta baja también se encuentran 3 dormitorios con armarios empotrados, un baño con ducha y otro baño completo con bañera dentro de la habitación principal. Aire acondicionado en Salón con Bomba de Calor, Ventanas de aluminio lacado en blanco, con ventanas en climalit. En la primera planta tiene una habitación abuhardillada ideal para acomodarla como despacho o como un cuarto dormitorio, por la que se accede a una espectacular terraza de 90m² Acondicionada con dos pérgolas de madera en dos ambientes, césped artificial. Suelos en tarima flotante en toda la casa.     Urbanización privada con zonas comunes, 2 piscinas, gimnasio, cancha de fútbol, zonas infantiles.. .     Se encuentra en una zona totalmente consolidada, con servicios cercanos: colegios, institutos, Hospital, farmacia…    2 Plazas de garaje, 1 en sótano y otra exterior dentro de la urbanización, y un trastero en sótano.    *Certificación Energética: ""E”     *Impuestos y gastos NO INCLUIDOS: ITP o IVA, Notaria, Registro, gestoría, Tasación, etc….     ¡Una excelente oportunidad, no la dejes escapar!     Si te hace falta te realizamos un estudio financiero y te ayudamos a conseguir tu préstamo hipotecario ¡gratuitamente! y por supuesto si necesitas ampliar información ¡Llámanos!","False","good","False","True","True","True","","","2222.0","flat","duplex","Perlita, Arganda","Dúplex en Calle Presidente Felipe González","True","False","False","False","","","False","False","","","","","","","","","",""
"97224959","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/61/5c/92/972835167.jpg","11898","25","bj","173800.0","flat","sale","85.0","True","3","1","Calle San Fernando De Henares, 6","Madrid","Velilla de San Antonio","","es","40.367693","-3.4878263","True","https://www.idealista.com/inmueble/97224959/","10134","SIN COMISIONES EXTRAS - Vivienda ubicada en la planta baja, está distribuida en salón-comedor, tres dormitorios, un cuarto de baño, aseo, cocina, terraza y pasillo distribuidor. VIVIENDA situada en la planta BAJA, del edificio en la Calle de SAN FERNANDO DE HENARES, término de Velilla de San Antonio. Tiene su acceso a derecha del pasillo distribuidor de las viviendas, situado a su vez a la derecha del portal según se entra al mismo.  La Vivienda propiamente dicha tiene una superficie total construida, incluida la parte proporcional que le corresponde en los elementos comunes, de ochenta y cinco metros cuadrados, de los que cuatro metros, treinta cuadrados, corresponden a una terraza, siendo la superficie útil de sesenta y seis metros cuadrados. La superficie expresada está distribuida en salón-comedor, tres dormitorios, un cuarto de baño, aseo, cocina, terraza y pasillo distribuidor. Linda. CUOTA: En el solar sobre el que está construido el edificio total de tres enteros, setecientas cuarenta y cuatro milésimas por ciento, y en los gastos y elementos comunes del portal a que pertenece, de ocho enteros, cuarenta y nueve milésimas por ciento. La localidad está situada a una altitud de 553 msnm.  La máxima altitud del municipio es de 605m en el punto donde confluyen los términos de Mejorada, Loeches y Velilla. La altitud más baja es 537m en la laguna más al sur del topónimo Lagunas de Velilla. La mayor parte de su término municipal se asienta en la vega del Jarama, dentro del área protegida del Parque Regional del Sureste. Limita con Mejorada del Campo, Loeches, Arganda del Rey y Rivas-Vaciamadrid. En el término municipal se asientan tres polígonos industriales. Los cultivos de cereales y productos hortofrutícolas se han mantenido en parte del término.  GRAN OPORTUNIDAD.","True","renew","False","True","","","","","2045.0","flat","","Velilla de San Antonio","Piso en Calle San Fernando De Henares, 6","True","False","False","False","","","False","False","","","","","","","","","",""
"99019534","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/bd/c0/1031634399.jpg","MN5-4603","20","4","229900.0","flat","sale","135.0","True","4","2","Plaza NARANJO DE BULNES","Madrid","Rivas-Vaciamadrid","Covibar - Pablo Iglesias","es","40.3610155","-3.5505867","False","https://www.idealista.com/inmueble/99019534/","14025","Fabuloso piso de 4 habitaciones y 2 baños, en Covibar (Rivas). 135 m2 construidos. 110 m2 útiles. Orientación Oeste. Terraza abierta de 4 m2. Cocina equipada, amueblada y con office. Calefacción con gas natural y aire acondicionado. Armarios empotrados, suelo de tarima, ventanas de aluminio y puertas de roble. Amueblado negociable. Dispone de una plaza de garaje OPCIONAL (15.000€). 2 trasteros privados y 3 comunitarios. Piscina. Ascensor. NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra - venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.","True","good","False","True","True","False","15000.0","","1703.0","flat","","Covibar - Pablo Iglesias, Rivas-Vaciamadrid","Piso en Plaza NARANJO DE BULNES","False","False","False","False","","","False","False","","","","","","","","","",""
"97927727","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/04/e1/1034357062.jpg","JMCR2022","56","","519999.0","chalet","sale","390.0","False","3","3","Ermita","Madrid","Campo Real","","es","40.3342827","-3.3953698","False","https://www.idealista.com/inmueble/97927727/","3558","Wepi.es gestiona la venta de este espectacular chalet individual ubicado en la conocida Urbanización de Montehermoso, próximo al municipio de Campo Real.  Construida en el año 2.000 por los actuales y únicos propietarios sobre una PARCELA de 1.100 m2, 390 m2 de vivienda y piscina de 12 x 6 m2.  Su privilegiada orientación nos hace disfrutar de una luz natural increíble durante todo el día, con un diseño interior con materiales de primera calidad dando un aspecto de casa alegre y divertida, con espacios bien delimitados y definidos, dotándola de una personalidad muy particular, destacando la fantástica sensación de amplitud de los 5,40 metros de altura de sus techos.  Vivienda con porche y piscina para uso y disfrute de familiares y amigos, con acceso directo desde el salón.  Llama la atención su espectacular jardín, cuidado al detalle por la propiedad.  La vivienda consta de 3 plantas, distribuidas de la siguiente forma:  *PLANTA SEMISOTANO de 75m2 con espacio delimitado para SAUNA, GIM y SALÓN de ocio. *PLANTA CALLE con doble puerta de acceso a hall por medio de doble pasillo a cocina office, salón, dormitorio principal, aseo y armario empotrado.  - Cocina office totalmente equipada y montada de forma cómoda, practica y funcional, con una buena distribución modular, diferenciando muy bien la zona de almacenamiento, lavado y cocción. - Salón comedor independiente con acceso directo a porche, piscina y jardín.  - Precioso y amplio dormitorio principal en suite. Estancia con una luz natural increíble, debido al diseño de ventanas corridas en dos de las paredes del dormitorio. Baño completo con plato de ducha y mampara de obra; destacamos el magnífico vestidor de 5 cuerpos.  - Aseo de cortesía.  - Armario empotrado.  *PRIMERA PLANTA, acceso por medio de escalera con barandilla de madera y suelos de loseta de barro cocido a sala de ocio con mesa de billar. La sala es abierta con un mirador a salón principal (reconvertible a dormitorio).  - 2 dormitorios más dobles, estos se diferencian de la sala abierta por estar a diferente altura dentro de la misma planta. Uno de ellos es espectacular, tipo abuhardillado con espacio suficiente para despacho y/o cualquier otra utilidad.  - 2º Baño completo con bañera y ventana al exterior, ubicado en el pasillo.  MATERIALES DE CALIDAD COMO SON:  - Suelos cerámicos en parte de la vivienda, parquet macizo y tarima flotante, escalera con barandillas de madera, ventanas de aluminio con rotura del puente térmico, paredes en liso, aire acondicionado, calefacción por gas natural, carpintería interior y puertas lacadas en blanco, armarios empotrados, puerta de acceso acorazada, etc.  - Garaje para 2/3 vehículos con puerta de entrada a la finca y portón de acceso al garaje motorizados, piscina privada de 12 x 6 metros.  “NO LO DUDE, VISITELA Y SE ENCONTRARÁ COMO EN SU CASA, ESPECTACULAR”.","False","good","False","","True","True","","","1333.0","chalet","independantHouse","Campo Real","Casa independiente en Ermita","True","False","False","False","villaType","Villa","False","False","","","","","","","","","",""
"99585408","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/31/cb/1048319400.jpg","LC084","56","","360000.0","chalet","sale","271.0","False","4","3","Loeches","Madrid","Loeches","","es","40.3760168","-3.4115485","False","https://www.idealista.com/inmueble/99585408/","8154","LC084 Chalet Pareado en Loeches, con 271m2 construidos, en parcela de 243m2, con piscina propia y dos porches. Dispone de 4 dormitorios (uno de ellos en planta baja de 7,5m2) Planta baja: Cocina de 10,20m2, aseo con ducha, Salón de 33m2 con salida al porche trasero (al mismo nivel, sin escaleras) Planta primera: Suite de 17m2 y baño de 6,5m2, dos dormitorios de 15m2, baño compartido de 4,5m2. Sótano con garaje para 3 coches, cuarto de caldera y despensa de 15m2. Buhardilla de 40m2 con ventanal doble y un velux. Vivienda en excelente estado, con muchas mejoras, contraventanas venecianas, aires acondicionados, 2 porches, piscina, buhardilla y parcela terminadas. Venga a visitarla!","False","good","False","","True","True","","","1328.0","chalet","semidetachedHouse","Loeches","Chalet pareado","True","False","False","False","","","False","False","","","","","","","","","",""
"99391417","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/87/da/1042428651.jpg","","19","","84000.0","chalet","sale","79.0","False","2","1","del Vallejo, 19","Madrid","Mejorada del Campo","","es","40.3959152","-3.4878115","True","https://www.idealista.com/inmueble/99391417/","12558","Casa de 79 m ² a la venta en Mejorada del Campo, en la provincia de Madrid. Situada en un área residencial, dispone de buenas comunicaciones y accesos.  A pocos minutos cuenta con acceso a varias paradas de autobús (líneas 341, 282, 340 y N-203), y dispone de múltiples servicios en sus alrededores (colegios, parques, centro de salud, bancos, gasolineras, farmacias, supermercados, restaurantes, etc. ). Y fácil acceso a las carreteras M-203 y M-208.  Se trata de una amplia casa distribuida en varias dependencias, contando con dormitorios, cocina, salón y un baño.","False","good","False","","","","","","1063.0","chalet","terracedHouse","Mejorada del Campo","Chalet adosado en del Vallejo, 19","True","False","False","False","","","False","False","","","","","","","","","",""
"98979824","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ca/6f/f2/1030467938.jpg","9061","39","1","335000.0","flat","sale","105.0","True","3","2","Calle Obélix","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3567868","-3.5204887","False","https://www.idealista.com/inmueble/98979824/","11569","PISO EXTERIOR en Rivas Vaciamadrid. Distribuida en salón-comedor, cocina, tres dormitorios, dos cuartos de baño y terraza. La vivienda también incluye trastero y dos plazas de garaje.    Finca del año 2007, de cinco alturas y con seis vecinos por planta. La finca tiene ascensor. es de la constructora LARVIN DE MUY BUENAS CALIDADES  Dispone de dos piscinas, una de adultos y otra infantil, también cuenta con espacio verde para los niños  Supermercado A 50METRO, FARMACIA, zona comerciales y bares. Educación:   esta vivienda tiene cerca varios centros, tanto guarderías, colegios, institutos, como academias, por ejemplo: Ceip Hans Christian Andersen, Ceip José Iturzaeta, Escuela Infantil Las Nanas De La Cebolla, I. E. S. Antares, . También cuenta con muchas zona de deporte, al aire libre, disfrutar de un hermoso paisaje a menos de 5 minutos UNA EXCELETE ZONA PARA VIVIR.","False","good","False","True","True","True","","","3190.0","flat","","Rivas Centro, Rivas-Vaciamadrid","Piso en Calle Obélix","False","False","False","False","","","False","False","","","","","","","","","",""
"98371668","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c0/4c/6c/1023423302.jpg","","70","","315000.0","chalet","sale","160.0","False","4","2","Villalba","Madrid","Eurovillas","","es","40.3670742","-3.2711122","False","https://www.idealista.com/inmueble/98371668/","13311","Chalet independiente reformado de una sola planta con 4 habitaciones y dos baños, en parcela de casi 1.500m2 en la tranquila urbanización de las Villas (Nuevo Baztán). La casa consta de un salón amplio - comedor, cocina con isla (y con la salida directa a la parte trasera del jardín), 4 habitaciones y 2 baños completos. Más un cuarto para lavadora/secadora y cuarto de caldera. Calefacción y agua caliente funciona con la caldera de gasoil (la caldera es totalmente nueva). Parcela donde se combina, césped natural, césped artificial, suelo solado y piedra decorativa. Hay un trastero fuera en el jardín para guardar las herramientas. La casa cuenta con 2 terrazas, una con tejado (la delantera) y otra abierta (la trasera).  Garaje (se comunica con la vivienda por interior también ) y posibilidad de dejar la piscina, totalmente nueva. Todas las habitaciones tienen armarios empotrados, rejas y persianas. ¡Está en muy buen estado, listo para entrar al vivir!","False","good","False","","True","True","","","1969.0","chalet","independantHouse","Eurovillas","Casa independiente en Villalba","True","False","False","False","","","False","False","","","","","","","","","",""
