"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__hasLift","elementList__newDevelopmentFinished","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__topNewDevelopment","elementList__superTopHighlight","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","lowerRangePosition","upperRangePosition","paginable"
"99436941","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/26/af/9b/1043896413.jpg","","10","3","220000.0","flat","sale","74.0","True","2","2","Av. de José Hierro, 94 -96","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.34285","-3.52476","True","https://www.idealista.com/inmueble/99436941/","11180","Particular pone a tu disposición Apartamento de Obra Nueva en el complejo FUTURA CENTER ARENA.  ENTREGA A FINALES DEL 2.023. Obra muy avanzada. Estupendas condiciones de pago.  Se ubica en la misma boca de Metro de Rivas Futura (línea 9), considerada la mejor zona de Rivas-Vaciamadrid. El complejo inmobiliario albergara un sin número de servicios, destacando el nuevo Hospital Universitario HM Rivas con todos los servicios sanitarios, una residencia, locales comerciales y apartamentos de uso turístico con amplias terrazas. Este apartamento se ubica en la 3ª planta del complejo, destacándose claramente sobre las plantas baja y primera donde se ubican las zonas comunes, los locales comerciales y el resto de servicios. El complejo cuentan con diversos servicios comunes, tales como control de accesos, lobby, zonas ajardinadas que permiten el relax y el descanso, solárium de césped artificial, espacios multiusos donde celebrar reuniones y eventos, gimnasio, spa, lavandería, aparcamiento y trasteros. Los servicios, la ubicación, el diseño y los acabados Porcelanosa, hacen de este proyecto un lugar único, donde podrás cumplir tu sueño. IVA no incluido.","True","good","False","True","True","True","","2973.0","flat","","Rivas Futura, Rivas-Vaciamadrid","Piso en Av. de José Hierro, 94 -96","True","False","False","False","","","False","False","","","","","","","","","",""
"99404786","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/70/6b/1042842171.jpg","-056","63","","280000.0","chalet","sale","210.0","False","3","2","Frankfurt","Madrid","Eurovillas","","es","40.3592709","-3.264289","False","https://www.idealista.com/inmueble/99404786/","13375","Evalúe vende hermoso chalet independiente de 2 plantas, muy luminoso, de diseño y con gran conexión con la naturaleza.  La construcción esta hecha en 2 bloques con doble muro con doble entrada lo que da la opción de independizar la vivienda generando 2 inmuebles. Consta de 2 plantas, hall de entrada, gran salón con espectacular iluminación, 3 dormitorios con opción a 5, el principal es en suite, con despacho y vestidor, cocina amueblada y equipada, 2 baños con artefactos de diseño, doble salida a la terraza, tanto desde la cocina como desde el salón, espacio para estacionar 2 coches, dos zonas de jardín, el mismo es de bajo mantenimiento con riego por gotero y aspersores y programador (el jardín crea un microclima ideal tanto para verano como para invierno dependiendo la zona del mismo), también cuenta con parrillero cerrado y un estanque natural con vida acuática.  Esta ubicado en la zona mas alta de la urbanización, a dos calles del centro comercial, tiendas, supermercados, etc y a 3 minutos de la salida de M-209. La construcción es bioclimática de doble muro macizo con aislante al medio, ventanas de climalit, carpintería de aluminio con ruptura de puente térmico, el mismo es un sistema aislante que templa la temperatura en verano y en invierno. La grifería de los baños es termostática y las pilas de diseño, el piso es de pizarra natural. Llámenos y agende su visita!","True","good","False","True","True","","","1333.0","chalet","independantHouse","Eurovillas","Casa independiente en Frankfurt","True","False","False","False","","","False","False","","","","","","","","","",""
"99380367","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9f/43/22/1042073322.jpg","","33","1","320000.0","flat","sale","108.0","True","3","2","Avenida Pilar Miró","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3546586","-3.5173006","False","https://www.idealista.com/inmueble/99380367/","11216","Cano- Gestiones Integrales Inmobiliarias pone en venta este amplio y moderno piso TOTALMENTE AMUEBLADO, PARA ENTRAR, al que no le falta el más mínimo detalle. La vivienda consta de tres dormitorios y dos baños, y posee una plaza de garaje y un trastero incluidos en el precio. El edificio está situado en una manzana de una calle tranquila, en una zona residencial de Rivas-Vaciamadrid, a 25 minutos en coche del centro de Madrid.  El piso se encuentra en la planta primera. Se accede a través de una entrada que da acceso a varios portales, y dispone de un amplio ascensor que baja también a las plazas de garaje y trasteros. La vivienda consta de: - Salón de 20 m2 con aire acondicionado, persianas automáticas y terraza cerrada - Cocina totalmente equipada, con terraza-tendedero cerrado. - 3 DORMITORIOS, el principal con baño en suite y aire acondicionado - 2 baños, el principal con encimera de mármol con dos lavabos - Suelos de tarima - Ventanas de climalit de PVC, con rotura de puente térmico - GARAJE - AMPLIO TRASTERO - Zonas comunes con piscina y parque infantil Calefacción individual por gas natural. Caldera nueva. Gastos de comunidad: 74 € IMPORTANTE: El piso se ofrece totalmente AMUEBLADO. En el precio de venta se incluyen todos los muebles de la vivienda, incluidos todos los electrodomésticos de la cocina, prácticamente sin uso. El municipio de Rivas-Vaciamadrid dispone de todos los servicios básicos necesarios: colegios, diversos supermercados, comercios y centros comerciales, ayuntamiento, biblioteca, centros de salud, etc.  Es importante destacar que está rodeado de una zona de especial protección medioambiental, el Parque Regional en torno a los ríos Manzanares y Jarama, con muchas rutas a un paso de la vivienda. Rivas cuenta con varias líneas de autobuses a Madrid, y también tiene estación de Metro. No dudes en pedirnos más información, será un placer atenderte y mostrarte la vivienda si así lo deseas.","False","good","False","True","True","True","","2963.0","flat","","Rivas Centro, Rivas-Vaciamadrid","Piso en Avenida Pilar Miró","True","False","False","False","","","False","False","","","","","","","","","",""
"99125747","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/31/c2/1034479148.jpg","NP061022294","31","3","410000.0","flat","sale","194.0","True","4","2","Calle Luis Mateo Díez","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3461099","-3.5227272","False","https://www.idealista.com/inmueble/99125747/","11173","NEO Patrimonial ofrece exclusivo piso independiente e individual en Rivas.    3º exterior con ascensor. Consta de 194m² (según catastro) de superficie construida de los cuales 113m² corresponden a la vivienda, 25m² al aparcamiento, 5m² al almacén y 51m² a elementos comunes.    Encontramos el Salón-comedor muy amplio y luminoso, la cocina independiente, totalmente amueblada, desde la cocina se sale a una pequeña terraza cerrada que hace las veces de zona de lavado. 4 habitaciones, 2 dobles y 2 individuales, todas con armarios empotrados, además la principal cuenta con baño completo en suite, 1 cuartos de baño adicional completo que da servicio a el resto de la casa.    Extras: carpintería exterior de PVC gris cristales climalit, carpintería interior de madera y suelos de tarima excepto en zonas de agua que son cerámicos. Calefacción y agua caliente por caldera de gas natural de última generación y aire acondicionado por bomba de frio y calor por Split en las paredes. También cuenta con 2 plazas de garaje y trastero incluidos en el precio y con acceso directo desde el edificio.    Ubicado en urbanización con zonas comunes, parque para niños, 2 piscinas y zona ajardinada.    Todos los servicios de primera necesidad al alcance: Colegios, Farmacias, Supermercados, Centros de Salud, a 5 min del nuevo Hospital HM que abrirá en Noviembre. Centros de ocio y restauración a su alrededor: Restaurantes, Complejos Deportivos, Bibliotecas y Centro Comercial H2Ocio, que se encuentra a 10min. A escasos metros del Recinto Ferial Auditorio Miguel rios.    Buena comunicación de transportes. Parada de autobuses interurbanos y estación de Metro Rivas Futura L9 a 10 min. También a escasos minutos de la autopista A3.    *Impuestos ITP o IVA y gastos, notaría, registro, gestoría etc. no incluidos.    NEO Patrimonial le ofrece la posibilidad de hacer cualquier tipo de reforma de esta vivienda al mejor precio.","False","good","False","True","True","True","","2113.0","flat","","Rivas Futura, Rivas-Vaciamadrid","Piso en Calle Luis Mateo Díez","False","False","False","False","","","False","False","","","","","","","","","",""
"96531288","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/6c/0e/1031475685.jpg","DSI-V1301","54","","324900.0","chalet","sale","308.0","False","5","3","Ronda Hispano-Americana","Madrid","Eurovillas","","es","40.3552209","-3.2720874","False","https://www.idealista.com/inmueble/96531288/","12581","DSI-V1301. Nuevo Baztan. Eurovillas ¿Te has preguntado alguna vez si todo aquello que anhelas puede existir? Trabajo, prisas, tráfico, ruido, estrés. Y por fin, llegas a tu casa. Situada tan cerca de la ciudad como necesitas, tan alejada como te gusta, en plena naturaleza, con todos los servicios y comodidades a tu alcance.  Imagina. Vives en una exclusiva urbanización, en tu casa independiente, la que siempre has soñado, amplia y acogedora, con un diseño moderno.  Es tu nuevo hogar: elegante y de calidad, amplio y acogedor, el silencio, la tranquilidad, aparcar a la primera en la puerta. Tu refugio. Trabaja en tu despacho o conviértelo en una sala de juegos para disfrutar en familia.  Es tu momento, sal al exterior y respira, pasea sin destino, disfruta de tu jardín, llénalo de flores, juega con tus hijos.  Llega el buen tiempo, la piscina, los refrescantes baños, las barbacoas con tu familia y amigos, la magia de un atardecer.  Ya caída la noche, disfruta de una refrescante bebida y cúbrete de estrellas.  Desconecta, mañana será otro día. ¿Qué más puedes pedir? VEN Y DESCUBRELO! Distribución: Planta sótano: 36 m² bodega. Planta cero: garaje, 3 dormitorios, 2 baños completos (uno en suite en principal), cocina, amplio salón independiente. Planta 1: 2 habitaciones, baño completo en suite y terraza en todo el perímetro. *Honorarios Profesionales incluidos. Domum Soluciones Inmobiliarias HAZ SUCEDER LO QUE QUIERAS VIVIR.","True","good","False","True","True","","","1055.0","chalet","independantHouse","Eurovillas","Casa independiente en Ronda Hispano-Americana","True","False","True","False","","","False","False","","","","","","","","","",""
"99599526","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/9f/c1/1048810864.jpg","7518979","46","5","324401.0","penthouse","sale","184.0","True","4","3","Avenida Pilar Miró","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3537137","-3.5189204","False","https://www.idealista.com/inmueble/99599526/","11281","TE AYUDAMOS CON LA FINANCIACION, CON UNA PEQUEÑA ENTRADA, SIN COMISION, DIRECTAMENTE, OPORTUNIDAD. Piso ubicado en la planta ático de un edificio plurifamiliar de cinco alturas sobre rasante con ascensor, situado en el municipio de Rivas-Vaciamadrid, provincia de Madrid. La vivienda se distribuye en cocina exterior amueblada, salón-comedor, cuatro dormitorios tres baños completos y una amplia terraza. Cuenta con calefacción por gas natural, puerta de entrada blindada normal, cocina y baños con paredes alicatadas, carpintería interior en madera, suelos de parquet y gres, ventanas correderas y persianas en pvc. Se encuentra en una zona residencial tranquila, bien comunicado y al alcance de todos los servicios que dispone el municipio, tales, como, equipamiento escolar, deportivo, centro de salud, lúdico, establecimiento comercial, entre otros, y dispone de fácil acceso por carreteras.","False","renew","False","True","True","True","","1763.0","flat","penthouse","Rivas Centro, Rivas-Vaciamadrid","Ático en Avenida Pilar Miró","False","False","False","False","","","False","False","","","","","","","","","",""
"99597404","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/7a/5b/1048724252.jpg","","56","3","360000.0","flat","sale","140.0","True","3","3","Paseo de Capa Negra","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3556623","-3.5413081","False","https://www.idealista.com/inmueble/99597404/","13054","Excelente vivienda situada en una de las mejores urbanizaciones de Rivas Urbanizaciones, a escasos Kilómetros de la capital. Ubicado en una tercera planta de un edificio, cuenta con una cómoda distribución con un hall de entrada con un amplio armario empotrado, siguiendo de frente la cocina y a la derecha pasamos a un magnifico salón-comedor independiente, el salón tiene salida a una espaciosa terraza donde podrá disfrutar las noches de verano. La zona de los dormitorios consta de tres amplios dormitorios con baño en suite bañera de hidromasaje y un gran vestidor, los otros dos dormitorios muy espaciosos comparten baño completo con ducha. La cocina independiente cuenta con tendedero, y esta equipada. la vivienda se completa con dos plazas de garaje y un trastero. La urbanización tiene conserje y vigilancia 24 horas, todos los dias de la semana, extensas zonas verdes, piscina para mayores y otra para niños, parque infantil, pista de pádel, salón multiusos. La vivienda tiene preinstalación de aire acondicionado, puertas de roble, tarima y seis armarios empotrados, gas natural. Por su ubicación tiene rápido acceso a la A-3 autobuses, 334,332, 333 a Conde de Casal. Estación de metro mas cercana, Rivas Urbanizaciones. Dispone de todos los servicios alrededor, Mercadona, Ahorramas, Aldi, colegios Luyfe, institutos, farmacia, ambulatorio etc. No pierda esta oportunidad y venga a visitarlo. Disponemos de un departamento financiero que le asesoraran y le buscaran las mejores condiciones. NO COBRAMOS COMISION AL COMPRADOR.","False","good","False","True","True","True","","2571.0","flat","","Rivas Urbanizaciones, Rivas-Vaciamadrid","Piso en Paseo de Capa Negra","False","False","False","False","","","False","False","","","","","","","","","",""
"99594005","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/88/02/1048613166.jpg","Josefa Salvanes","37","3","257500.0","flat","sale","146.0","True","4","3","Calle Jose Salvanes","Madrid","Arganda","Centro","es","40.3011157","-3.4421523","False","https://www.idealista.com/inmueble/99594005/","3266","Agencia Inmobiliaria de ARGANDA DEL REY - Oficina TECNOCASA, VENDE exclusivo Piso de 146 m2 construidos. Ubicado en el municipio de Arganda del Rey, cerca del metro, farmacias, supermercados, colegios, instalaciones deportivas, etc. La vivienda se distribuye en 4 dormitorios, cocina, salón muy luminoso y 3 baños completos. Además cuenta con plaza de garaje doble, trastero y zonas comunes como piscina, parque infantil y pista de pádel. Además te recordamos que te ayudamos con la financiación de la vivienda gracias a nuestro departamento financiero KIRON. Hasta el 100% de la hipoteca. INFÓRMESE SIN NINGÚN TIPO DE COMPROMISO.","False","good","False","True","True","True","","1764.0","flat","","Centro, Arganda","Piso en Calle Jose Salvanes","False","False","False","False","","","False","False","","","","","","","","","",""
"99456928","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/2d/82/1044679993.jpg","00940","36","","236000.0","chalet","sale","81.0","False","2","1","Eurovillas","Madrid","Eurovillas","","es","40.3587015","-3.2489344","False","https://www.idealista.com/inmueble/99456928/","14511","Precioso chalet que enamora a simple vista. Su reforma te ofrece una sensación de calidez en todos sus rincones.   Es ideal para solterxs, parejas o pequeñas familias ya que cuenta con dos habitaciones con armarios empotrados, 1 precioso baño y el salón - comedor - cocina en un mismo espacio.   Cabe destacar la posibilidad de calentar la casa con la estufa de pellet o por aire por conducto.   Su bonita parcela de 1461 m2 está situada en la urbanización Eurovillas, cerca del Colegio Juan de Goyeneche.   Si tienes animales de compañía estarán encantados y si no los tienes quizás sea el momento de planteártelo.   Una gran parte está solada en hormigón impreso con el ahorro de trabajo que esto supone.  Podrás dar uso del cuarto de calderas como trastero y además disfrutar de una casita independiente para guardar cosas o usar como te apetezca, ya que 20 m2 construidos dan para mucho.  Empieza ya a vivir en tu hogar sin sufrir reformas. Te lo enseñamos?","False","good","False","","","","","2914.0","chalet","independantHouse","Eurovillas","Casa independiente","True","False","False","False","","","False","False","","","","","","","","","",""
"99233092","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/f6/5d/1037311018.jpg","CHA0130","89","","562000.0","chalet","sale","392.0","False","4","4","Calle Copenhague","Madrid","Campo Real","","es","40.3410603","-3.3711988","False","https://www.idealista.com/inmueble/99233092/","5057","INMOBILIARIA TAGONIA, vende chalet independiente unifamiliar en Campo Real, a 20 minutos de Madrid, con parada de autobús en la puerta y parada de metro línea 9 a 5 minutos en coche. Vivienda de 392 m2 construidos en parcela de 326 m2. Está distribuida en 4 plantas: Planta semi-sótano, equipado como clinica de estética con licencia de uso en vigor, 1 baño completo con ducha, cuarto de calderas y tendedero. Subida directa a primera primera planta. Primera planta: recibidor de acceso, amplia escalera segunda planta, despacho, cuarto de baño, salón-comedor con chimenea y cocina totalmente equipada y amueblada. Acceso al porche del jardín desde cocina y salón. Segunda planta: dormitorio principal con acceso a terraza, cuarto de baño tipo suite, con bañera de hidromasaje y vestidor. 3 dormitorios todos con armarios empotrados y otro baño completo que da servicio a estas habitaciones. Tercera planta: buhardilla totalmente diáfana e independiente del resto del inmueble. Exterior: Bonito jardín cuidado con plantas y césped artificial de gran calidad. Riego automático, piscina climatizada y zona de barbacoa con pergolas. Casa de estilo funcional, construida en 2006 con las mejores calidades. Suelo en primera planta marmol y tarima flotante. Segunda planta con tarima de madera maciza. Carpintería exterior e interior de roble. Todas las estancias tiene bomba calor/frio tipo inverter. Red wifi en habitaciones. Calefacción por suelo radiante y gasoil. Ventanas oscilobatientes, sistema de alarma. Puertas automáticas de acceso a garaje. Servicio de autobús escolar en la misma urbanización. Placas solares con consumo 0€ y beneficios que son abonados por la compañia suministradora. Acceso a internet con fibra óptica.","True","good","False","True","True","","","1434.0","chalet","independantHouse","Campo Real","Casa independiente en Calle Copenhague","False","False","False","False","villaType","Villa","False","False","","","","","","","","","",""
"99201703","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/7e/cc/1036463422.jpg","IT01380","31","","549900.0","chalet","sale","221.0","False","4","3","Rivas Urbanizaciones","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3692785","-3.5466164","False","https://www.idealista.com/inmueble/99201703/","14182","En el Municipio de Rivas, ponemos a la venta esta vivienda unifamiliar independiente.    La vivienda esta levantada en una parcela de 508m² en esquina, con una vivienda de 221m², distribuidos actualmente en 2 alturas, donde en la planta baja nos encontramos una amplia cocina con comedor, gran salón independiente con chimenea y un aseo de cortesía.    Subiendo a la primera planta, tenemos 4 dormitorios amplios, todos con armario empotrado, destacando el enorme dormitorios principal, con dos armarios de gran tamaño, y baño en suite. También encontramos otro baño para dar servicio al resto de habitaciones.    La vivienda no tiene habilitada la buhardilla, aunque puede habilitarse para conseguir otros metros aprovechables.    La vivienda tiene garaje cerrado para 1 coche, y abierto para otro, además, tiene hecho el vaciado del sótano, por lo que hay otros 100m² disponibles pero que no esta terminado.    El jardín exterior cuenta con unos 400m² sin fincas colindantes, con barbacoa de obra y trastero al fondo.    La vivienda esta situada, a 5 minutos del Metro Rivas Urbanizaciones, rodeada de colegios y zonas verdes, a 15min por la A3 del centro de Madrid.    La vivienda se encuentra habitada por lo que rogamos respetar el protocolo Covid19, las visitas estarán limitadas a dos personas junto con el personal de nuestra oficina, rogamos no acudan a las visitas con sus mascotas, recuerden que la vivienda es el hogar de otras personas.","False","good","False","True","True","","","2488.0","chalet","independantHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Casa independiente","True","False","False","False","","","False","False","","","","","","","","","",""
"99109203","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/09/a6/1033808488.jpg","PIS0233","22","2","105000.0","flat","sale","70.0","True","2","1","Calle Cruz de Caballo","Madrid","Campo Real","","es","40.3375653","-3.3828565","False","https://www.idealista.com/inmueble/99109203/","4238","INMOBILIARIA TAGONIA, vende planta segunda sin ascensor, de 2 dormitorios, 1 baño completo con bañera, salón-comerdor, cocina con terraza acristalada de 4m2. Calefacción eléctrica, doble acristalamiento en ventanas, suelos de gres. Azotea de 20m2. Cuenta con transporte publico autobuses, a 30 minutos de Madrid y estación de metro a 10 minutos (Arganda del Rey) y la R·3 que comunica Madrid en 15 minutos. Colegios, supermercados, calle cortada muy tranquila sin circulación.","True","good","False","","","False","","1500.0","flat","","Campo Real","Piso en Calle Cruz de Caballo","False","False","False","False","","","False","False","","","","","","","","","",""
"99106947","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ea/c3/f2/1033726472.jpg","1B","5","","210101.0","flat","sale","110.0","True","3","2","Calle del telégrafo s/n","Madrid","Arganda","Centro","es","40.3042903","-3.4514823","True","https://www.idealista.com/obra-nueva/99106947/","4053","POR 1.000€ RESERVA TU VIVIENDA Residencial de 101 viviendas en régimen de cooperativa libre. 2, 3 y 4 dormitorios, con plazas de garaje y trastero. Viviendas con grandes terrazas. Piscina y zonas comunes. Infórmate. Se trata de un bloque residencial sobre parcela estrecha y alargada que establece con su presencia el inicio de la denominada UE. 124 “Área de Centralidad” en Arganda del Rey, justo al metro y al polideportivo municipal. IMPORTANTE: Los datos aquí contenidos están sujetos a posibles modificaciones, los modelos que se hace constar que son meramente orientativos. Las imágenes no son contractuales.","False","newdevelopment","True","","","True","False","1910.0","flat","","Centro, Arganda","Piso en Calle del telégrafo s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"99106920","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/02/c6/1033726471.jpg","1A","5","","209846.0","flat","sale","109.0","True","3","2","Calle del telégrafo s/n","Madrid","Arganda","Centro","es","40.3042903","-3.4514823","True","https://www.idealista.com/obra-nueva/99106920/","4053","POR 1.000€ RESERVA TU VIVIENDA Residencial de 101 viviendas en régimen de cooperativa libre. 2, 3 y 4 dormitorios, con plazas de garaje y trastero. Viviendas con grandes terrazas. Piscina y zonas comunes. Infórmate. Se trata de un bloque residencial sobre parcela estrecha y alargada que establece con su presencia el inicio de la denominada UE. 124 “Área de Centralidad” en Arganda del Rey, justo al metro y al polideportivo municipal. IMPORTANTE: Los datos aquí contenidos están sujetos a posibles modificaciones, los modelos que se hace constar que son meramente orientativos. Las imágenes no son contractuales.","False","newdevelopment","True","","","True","False","1925.0","flat","","Centro, Arganda","Piso en Calle del telégrafo s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"99106979","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/24/86/1033726494.jpg","8","5","","186441.0","flat","sale","97.0","True","2","2","Calle del telégrafo s/n","Madrid","Arganda","Centro","es","40.3042903","-3.4514823","True","https://www.idealista.com/obra-nueva/99106979/","4053","POR 1.000€ RESERVA TU VIVIENDA Residencial de 101 viviendas en régimen de cooperativa libre. 2, 3 y 4 dormitorios, con plazas de garaje y trastero. Viviendas con grandes terrazas. Piscina y zonas comunes. Infórmate. Se trata de un bloque residencial sobre parcela estrecha y alargada que establece con su presencia el inicio de la denominada UE. 124 “Área de Centralidad” en Arganda del Rey, justo al metro y al polideportivo municipal. IMPORTANTE: Los datos aquí contenidos están sujetos a posibles modificaciones, los modelos que se hace constar que son meramente orientativos. Las imágenes no son contractuales.","False","newdevelopment","True","","","True","False","1922.0","flat","","Centro, Arganda","Piso en Calle del telégrafo s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"99106981","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/02/c6/1033726471.jpg","11","5","","181286.0","flat","sale","91.0","True","2","2","Calle del telégrafo s/n","Madrid","Arganda","Centro","es","40.3042903","-3.4514823","True","https://www.idealista.com/obra-nueva/99106981/","4053","POR 1.000€ RESERVA TU VIVIENDA Residencial de 101 viviendas en régimen de cooperativa libre. 2, 3 y 4 dormitorios, con plazas de garaje y trastero. Viviendas con grandes terrazas. Piscina y zonas comunes. Infórmate. Se trata de un bloque residencial sobre parcela estrecha y alargada que establece con su presencia el inicio de la denominada UE. 124 “Área de Centralidad” en Arganda del Rey, justo al metro y al polideportivo municipal. IMPORTANTE: Los datos aquí contenidos están sujetos a posibles modificaciones, los modelos que se hace constar que son meramente orientativos. Las imágenes no son contractuales.","False","newdevelopment","True","","","True","False","1992.0","flat","","Centro, Arganda","Piso en Calle del telégrafo s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"99106970","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/e6/66/1033726503.jpg","5","5","","186766.0","flat","sale","98.0","True","2","2","Calle del telégrafo s/n","Madrid","Arganda","Centro","es","40.3042903","-3.4514823","True","https://www.idealista.com/obra-nueva/99106970/","4053","POR 1.000€ RESERVA TU VIVIENDA Residencial de 101 viviendas en régimen de cooperativa libre. 2, 3 y 4 dormitorios, con plazas de garaje y trastero. Viviendas con grandes terrazas. Piscina y zonas comunes. Infórmate. Se trata de un bloque residencial sobre parcela estrecha y alargada que establece con su presencia el inicio de la denominada UE. 124 “Área de Centralidad” en Arganda del Rey, justo al metro y al polideportivo municipal. IMPORTANTE: Los datos aquí contenidos están sujetos a posibles modificaciones, los modelos que se hace constar que son meramente orientativos. Las imágenes no son contractuales.","False","newdevelopment","True","","","True","False","1906.0","flat","","Centro, Arganda","Piso en Calle del telégrafo s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"99106972","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/02/c6/1033726471.jpg","12","5","","206536.0","flat","sale","91.0","True","2","2","Calle del telégrafo s/n","Madrid","Arganda","Centro","es","40.3042903","-3.4514823","True","https://www.idealista.com/obra-nueva/99106972/","4053","POR 1.000€ RESERVA TU VIVIENDA Residencial de 101 viviendas en régimen de cooperativa libre. 2, 3 y 4 dormitorios, con plazas de garaje y trastero. Viviendas con grandes terrazas. Piscina y zonas comunes. Infórmate. Se trata de un bloque residencial sobre parcela estrecha y alargada que establece con su presencia el inicio de la denominada UE. 124 “Área de Centralidad” en Arganda del Rey, justo al metro y al polideportivo municipal. IMPORTANTE: Los datos aquí contenidos están sujetos a posibles modificaciones, los modelos que se hace constar que son meramente orientativos. Las imágenes no son contractuales.","False","newdevelopment","True","","","True","False","2270.0","flat","","Centro, Arganda","Piso en Calle del telégrafo s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"99106976","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ea/c3/f2/1033726472.jpg","1D","5","","207606.0","flat","sale","110.0","True","3","2","Calle del telégrafo s/n","Madrid","Arganda","Centro","es","40.3042903","-3.4514823","True","https://www.idealista.com/obra-nueva/99106976/","4053","POR 1.000€ RESERVA TU VIVIENDA Residencial de 101 viviendas en régimen de cooperativa libre. 2, 3 y 4 dormitorios, con plazas de garaje y trastero. Viviendas con grandes terrazas. Piscina y zonas comunes. Infórmate. Se trata de un bloque residencial sobre parcela estrecha y alargada que establece con su presencia el inicio de la denominada UE. 124 “Área de Centralidad” en Arganda del Rey, justo al metro y al polideportivo municipal. IMPORTANTE: Los datos aquí contenidos están sujetos a posibles modificaciones, los modelos que se hace constar que son meramente orientativos. Las imágenes no son contractuales.","False","newdevelopment","True","","","True","False","1887.0","flat","","Centro, Arganda","Piso en Calle del telégrafo s/n","True","False","False","False","","","False","False","","","","","","","","","",""
"99092189","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/89/7c/1033215270.jpg","14986","36","","299000.0","chalet","sale","240.0","False","5","1","Centro","Madrid","Arganda","Centro","es","40.2987588","-3.434407","False","https://www.idealista.com/inmueble/99092189/","2643","Vivienda muy luminosa y ubicada en el entorno idóneo para disfrutarlo, construida en 1971 y actualizada en el año 2000. Cerca de la plaza con todos los servicios que puedas necesitar. Casa de 240m² construidos y 220m² útiles. En la planta baja encontramos un acogedor salón para disfrutar de los ratos libres, la cocina dispone de muebles altos y bajo de la cual tenemos acceso al patio. En la primera planta podemos disfrutar de 5 habitaciones, 1 baño con bañera y un aseo. Dos de las habitaciones cuentan con una terraza corrida que nos permite tener unas preciosas vistas. En cuanto a calidades cuenta con carpintería exterior de aluminio y carpintería interior de roble, los suelos son de plaqueta y la pintura es lisa, máquina de A/C, gas individual de gasoil, garaje para dos coches y buhardilla diáfana de 100m². Si necesitas financiación podemos ayudarte. *Certificación Energética: ""F"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","good","False","","","","","1246.0","chalet","terracedHouse","Centro, Arganda","Chalet adosado","False","False","False","False","","","False","False","","","","","","","","","",""
