elementList__propertyCode,elementList__thumbnail,elementList__externalReference,elementList__numPhotos,elementList__floor,elementList__price,elementList__propertyType,elementList__operation,elementList__size,elementList__exterior,elementList__rooms,elementList__bathrooms,elementList__address,elementList__province,elementList__municipality,elementList__district,elementList__country,elementList__latitude,elementList__longitude,elementList__showAddress,elementList__url,elementList__distance,elementList__description,elementList__hasVideo,elementList__status,elementList__newDevelopment,elementList__hasLift,elementList__parkingSpace__hasParkingSpace,elementList__parkingSpace__isParkingSpaceIncludedInPrice,elementList__parkingSpace__parkingSpacePrice,elementList__priceByArea,elementList__detailedType__typology,elementList__detailedType__subTypology,elementList__suggestedTexts__subtitle,elementList__suggestedTexts__title,elementList__hasPlan,elementList__has3DTour,elementList__has360,elementList__hasStaging,elementList__labels__name,elementList__labels__text,elementList__topNewDevelopment,elementList__superTopHighlight
99370333,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/ab/ae/1041766072.jpg,CRUZ,11,,129000.0,chalet,sale,145.0,False,3,2,"Calle de la cruz, 41",Madrid,Tielmes,,es,40.2449395,-3.3179304,True,https://www.idealista.com/inmueble/99370333/,9721,"GARSIERRA. Casa adosada de 3 plantas y 1 planta sótano, dispone de trastero y se distribuye en salón-comedor, cocina, 4 dormitorios y 2 baños. Ubicada junto al Consultorio Local de Tielmes. Municipio que dispone de todos los servicios básicos necesarios, cerca de superficies comerciales, centros educativos como el Colegio Público Carlos Ruiz, zonas de ocio como Plaza España y zonas verdes como el Parque Municipal. Además, dispone de buena comunicación mediante carreteras.",False,good,False,,True,True,,890.0,chalet,terracedHouse,Tielmes,"Chalet adosado en Calle de la cruz, 41",False,False,False,False,,,False,False
99254088,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/31/35/1038012908.jpg,,31,1,255000.0,duplex,sale,115.0,True,3,2,Calle de la Pluma,Madrid,Rivas-Vaciamadrid,Covibar - Pablo Iglesias,es,40.362357,-3.5465198,False,https://www.idealista.com/inmueble/99254088/,13791,"""Tecnocasa Oficina Rivas Centro S. L VENDE en exclusiva magnifico Dúplex en Rivas-Vaciamadrid. "" Precioso dúplex a la entrada de Rivas, a 10 minutos en coche y/o autobús de Conde de Casal. Zona muy tranquila y acogedora rodeada de parques y a 5 minutos andando del Centro Comercial Rivas Centro, con todos los servicios ( centros de salud, centros educativos, restaurantes, supermercados, farmacias, peluquerías, gimnasios, etc. ) Dúplex en venta en calle LA PLUMA, en la mancomunidad de Pablo Iglesias, una de las mejores zonas en cuanto a servicios y comunicaciones de todo el municipio, la construcción del edificio es de 1983, se encuentra en la primera planta y consta de 105 m2. Un hall de entrada, una cocina totalmente equipada con acceso a la terraza. Un salón comedor muy luminoso, con amplios ventanales, 3 habitaciones, todas las habitaciones disponen de armarios empotrados. Sobre la ubicación es inmejorable, colegios, comercios, autobuses y zonas deportivas y piscina comunitaria. Zona muy tranquila con diversos espacios verdes. **FINANCIACIÓN AL 100% CON NUESTRO DEPARTAMENTO FINANCIERO KIRON**.",False,renew,False,False,,,,2217.0,flat,duplex,"Covibar - Pablo Iglesias, Rivas-Vaciamadrid",Dúplex en Calle de la Pluma,False,False,False,False,,,False,False
98987115,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/75/30/1036676309.jpg,AP-031,106,,360000.0,chalet,sale,191.0,False,5,3,Salvador Dalí,Madrid,Loeches,,es,40.3808662,-3.412409,False,https://www.idealista.com/inmueble/98987115/,8698,"NO COBRAMOS HONORARIOS A LA PARTE COMPRADORA. TOTAL TRANSPARENCIA Y TRATO DIRECTO CON LA PROPIEDAD. ¿Deseas vivir en un sitio rodeado de naturaleza y lejos del ruido de los coches y las prisas de la capital? ¿Tener el hogar de tus sueños con la paz y tranquilidad necesarias para el día a día? ¿ Cerca de Madrid y Alcalá de Henares? No busques más, te lo presentamos en el precioso municipio de Loeches. Agentes Pemar te ofrece este exclusivo CHALET PAREADO de tres plantas, con 191 m2 construidos, sobre parcela de 250 m2 -según catastro con importantes mejoras añadidas por la propiedad y cuya distribución es la siguiente: PLANTA BAJA: → Acogedor PORCHE DELANTERO para las tardes y noches de buen tiempo. Posibilidades de cerrar para zona chillout. → GARAJE, habilitado actualmente como habitación de ocio y para hacer uso cómodamente de la vida en el porche delantero y trasero. Perfecta estancia para niños. → COCINA INDEPENDIENTE, espectacular, amplia y luminosa con perfectos acabados y mobiliario de diseño. Cómoda estancia con sitio suficiente para comidas. Armarios altos y bajos. Su preciosa encimera de primerísima calidad DEKTON. → CUARTO PARA CALDERA con depósito de 1000 litros. → BAÑO DE CORTESÍA. → HABITACIÓN, cómoda y amplia con armario empotrado de dos cuerpos, vestidos, forrados, con cajoneras y maletero. Ventilador en techo. Ventana exterior. → SALÓN amplio, alegre y funcional. Luminoso gracias a la luz natural que entra por sus ventanas. Con salida directa al PORCHE TRASERO y acceso de subida a la PRIMERA PLANTA, con aprovechamiento del espacio que hay debajo de la escalera. → PORCHE TRASERO, donde encontramos PISCINA, césped artificial y barbacoa de obra. PLANTA PRIMERA: → PASILLO DISTRIBUIDOR. → 2 HABITACIONES similares, amplias y luminosas. Armarios empotrados vestidos, forrados, cajoneras y maleteros. Una de ellas con ventilador en techo. Ventanas con vistas a la piscina. → BAÑO COMPLETO con bañera. Ventana exterior. → HABITACIÓN PRINCIPAL, amplia y luminosa con espectacular armario de obra de 4 cuerpos, vestido, forrado, cajoneras y maletero. Ventilador en techo. Ventana VELUX con persiana eléctrica. → BAÑO EN SUITE, de amplias dimensiones. Completo, con bañera y ventana exterior al PORCHE DELANTERO. BUHARDILLA: Preciosa estancia para sacar un aprovechamiento máximo gracias a las posibilidades que ofrece. Toma de antena. Chimenea y coqueto BALCÓN. Características: → Radiadores en todas las estancias. → A/A en todas las estancias excepto en habitación de planta baja, por tener ventilación cruzada. → Ventanas dobles con mosquiteras y rejas. → Agua caliente y calefacción por gasoil. → Suelos de gres y parquet. ¡Mira el anuncio en alta calidad en enlace de nuestra web! (Al final) La vivienda está situada en zona residencial, cerca del centro de Loeches, con todos los servicios básicos a mano: establecimientos comerciales de todo tipo, bancos, supermercados, farmacias, consultorio médico, centro de mayores, colegios públicos como el Conde Duque de Olivares, Duque de Alba y Charles Dickens y privados como el Montfort. Con muy buena comunicación en transporte público al disponer de 5 líneas de autobús: 2 conectadas con Madrid (1 nocturna) y 3 con otros municipios de la zona (Arganda del Rey, Alcalá de Henares, Coslada, San Fernando y Velilla de San Antonio, así como con el Hospital Universitario de Torrejón y el Hospital del Henares). Para vehículo propio cuenta con un cómodo acceso por carretera (A2, A3 y M50). NO COBRAMOS A LA PARTE COMPRADORA. IMPUESTOS Y GASTOS NO INCLUIDOS: ITP, NOTARÍA, REGISTRO, GESTORÍA, TASACIÓN. TE AYUDAMOS CON LA FINANCIACIÓN DE NECESITARLO.",True,good,False,,True,True,,1885.0,chalet,semidetachedHouse,Loeches,Chalet pareado en Salvador Dalí,True,False,False,False,,,False,False
99163379,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/ac/43/1041828693.jpg,LIRE-06968,26,bj,66000.0,flat,sale,60.0,False,2,1,Calle del Espliego,Madrid,Carabaña,,es,40.2571354,-3.2390114,False,https://www.idealista.com/inmueble/99163379/,14869,"¿Buscas comprar Piso en venta de 2 habitaciones en Carabaña? Te ofrecemos esta excelente oportunidad de adquirir en propiedad este Piso residencial con una superficie de 59,93 m² bien distribuidos en 2 habitaciones y 1 cuarto de baño ubicado en la localidad de Carabaña, provincia de Madrid. ¿Te gustaría recibir más información sobre este piso? No dudes en ponerte en contacto con nosotros. Visita sin compromiso, sin comisiones de intermediación. Más información rellenando el formulario de contacto o por teléfono. Estaremos encantados de atenderte. Portalnow. com es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra.. . tanto a nivel particular como para inversores. Portalnow. com cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.",False,good,False,False,,,,1100.0,flat,,Carabaña,Piso en Calle del Espliego,False,False,False,False,,,False,False
98957817,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/4c/35/1029426606.jpg,MN5-4588,17,3,349000.0,flat,sale,130.0,True,3,2,Calle AGATHA CHRISTIE,Madrid,Rivas-Vaciamadrid,Rivas Urbanizaciones,es,40.3794862,-3.5307012,False,https://www.idealista.com/inmueble/98957817/,13722,"Fantástico piso de 3 habitaciones y 2 baños, en Rivas. 130 m2 construidos. 90 m2 útiles. Orientación Este. Salón independiente de 20 m2. Terraza abierta de 8 m2. Cocina equipada, amueblada y con tendedero. Calefacción con gas natural y aire acondicionado. Armarios empotrados, suelo de tarima, ventanas climalit y puertas de madera. Certificado energético A. Dispone de 2 plazas de garaje. (Una exterior y otra interior). Trastero. Piscina, parque infantil y pista de pádel. Portero físico. Ascensor y acceso adaptado a personas con capacidad de movilidad reducida. NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra – venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",True,good,False,True,True,True,,2685.0,flat,,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Piso en Calle AGATHA CHRISTIE,False,False,False,False,,,False,False
98924014,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/fa/1b/1028009377.jpg,A001V002V,16,1,145000.0,flat,sale,54.0,True,1,1,"Calle de la Acacia, 28",Madrid,Velilla de San Antonio,,es,40.3658995,-3.4876734,True,https://www.idealista.com/inmueble/98924014/,9984,"RAYMU vende en Velilla de San Antonio    Maravillosa vivienda en perfecto estado de 55’50 m2, totalmente amueblada y equipada con electrodomésticos, muy luminosa, con un amplio dormitorio, en primera planta, exterior, con ascensor. Inmejorable calidades constructivas y un aislamiento térmico y acústico de una gran consistencia. Muy importante destacar en la eliminación de ruidos exteriores y en el ahorro energético (calefacción, aire acondicionado, et. ). Fachada con revestimiento de mono capa exterior, ladrillo, enfoscado interior de cemento, poliuretano expandido sobre él enfoscado, cámara de aire, ladrillo, yeso y pintura lisa y pintura lisa en toda la vivienda, con ventanas practicables con doble acristalamiento y persianas térmicas, suelos de tarima flotante a excepción de cocina y baño que son de gres, puertas interiores en madera de roble, puerta exterior de acceso a la vivienda blindada en madera de roble, armario empotrado de gran capacidad en madera de roble, salón con cocina americana, cuarto de baño completo con cabina de hidromasaje, instalación de tv y teléfono en todas las dependencias a excepción de cuartos de baño y cocina, al igual de que dispone de preinstalación para nuevas tecnologías, tendedero, portero eléctrico, calefacción eléctrica de última tecnología (calor azul) con la ventaja de que cada radiador lleva incorporado un programador independiente, de esta manera podemos programar cada dependencia de la vivienda de forma individual y adaptado a nuestras necesidades de uso, agua caliente por termo eléctrico con capacidad de 100 litros.  Ubicado en la mejor zona de Velilla de San Antonio, en el centro del municipio, en zona de únicamente transito residencial, con todos los servicios a escasos metros, paradas de distintas líneas de autobuses, auditorio María Pineda, biblioteca, restaurantes, supermercados, centro de salud y plaza donde dónde se encuentra el ayuntamiento, bancos, farmacia, estanco, a 1 KM de la R3 que nos enlaza sin pago de peaje con la M50, M45, M40, A3, A2, etc. , a 15 minutos en coche del Hospital del Henares y 20 minutos del aeropuerto.  Sus maravillosas zonas exteriores se detallan con simplemente 4 palabras: Parque Regional del Sureste. Zona protegida por la Comunidad de Madrid por sus preciosas lagunas, ríos, flora y fauna, ideal para distintos tipos de deporte (fotografía, pesca, bicicleta, correr, etc. ), o simplemente para desconectar paseando y disfrutando de la naturaleza y el paisaje sin contaminación.",False,good,False,True,,,,2685.0,flat,,Velilla de San Antonio,"Piso en Calle de la Acacia, 28",True,False,False,False,,,False,False
90040619,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/ff/26/1027907534.jpg,ORRE-102501,25,2,56000.0,flat,sale,68.0,False,3,1,Calle del Paso Nivel,Madrid,Tielmes,,es,40.2397309,-3.3199169,False,https://www.idealista.com/inmueble/90040619/,9994,"¿Quieres comprar piso de 3 habitaciones en Tielmes de 68 metros cuadrados? Excelente oportunidad de adquirir en propiedad este piso residencial con una superficie de 68 m² bien distribuidos en 3 habitaciones 1 cuarto de baño ubicado en la localidad de Tielmes, provincia de Madrid. ¿Quieres más información? No dudes en ponerte en contacto con nosotros. Visita sin compromiso, sin comisiones de intermediación. Más información rellenando el formulario de contacto o por teléfono. Estaremos encantados de atenderte. Portal es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra.. . tanto a nivel particular como para inversores. Portal cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.",False,good,False,False,,,,824.0,flat,,Tielmes,Piso en Calle del Paso Nivel,False,False,False,False,,,False,False
98795612,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/4e/17/1024059093.jpg,,23,5,260000.0,flat,sale,102.0,True,3,2,OCEANO ATLANTICO,Madrid,Rivas-Vaciamadrid,Rivas Urbanizaciones,es,40.383153,-3.5396571,False,https://www.idealista.com/inmueble/98795612/,14571,"Atico 3 pone a la venta esta fantástica propiedad con terraza en urbanización privada en el Barrio de la Luna. Luminoso piso de 102 m² construidos, ubicado en el familiar y juvenil Barrio de la Luna Rivas-Urbanizaciones, zona cercana a colegios, guarderías, farmacias, restaurantes, cafeterías, supermercados, centro deportivo Supera Rivas y líneas de autobuses. Distribuido en recibidor, amplio salón comedor, luminosa cocina equipada y amueblada con amplio tendedero cubierto. Estupenda terraza de 6 m2 con salida desde el salón y la cocina. Tres dormitorios, dos baños completos, uno de ellos en suite. Dos plazas de garaje y trastero incluidas en el precio. Excelentes calidades, suelos de tarima flotante, puertas de madera, ventanas pvc, amplios armarios empotrados, aire acondicionado en salón y preinstalación en toda la casa. Urbanización cerrada con amplias zonas comunes, piscina, parque infantil, zonas verdes y portero físico.",False,good,False,True,True,True,,2549.0,flat,,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Piso en OCEANO ATLANTICO,True,False,False,False,,,False,False
98317305,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/a9/99/1007821567.jpg,AP-025,94,,325000.0,chalet,sale,263.0,False,4,3,Nogales,Madrid,Torres de la Alameda,,es,40.3996947,-3.3625414,False,https://www.idealista.com/inmueble/98317305/,11311,"NO COBRAMOS HONORARIOS A LA PARTE COMPRADORA. TOTAL TRANSPARENCIA Y TRATO DIRECTO CON LA PROPIEDAD. Agente: 650 428 387 Calor, coches, ruido, buscar pisos, visitas, este sí, este no. Lo sabemos. Nos lo comunicáis todos los días. ¿Qué tal si le damos un giro completo a vuestra decisión de compra? ¿Qué tal vivir en un chalet de dos plantas rodeado de naturaleza y cerquita de Alcalá de Henares? ¿Sin pagar cuota comunitaria? Ya nos va gustando la idea… ¿Verdad? Agentes Pemar te ofrece en exclusiva un práctico y cómodo chalet de dos plantas en el precioso municipio de Torres de la Alameda, lugar consolidado y en constante crecimiento. Se trata de un chalet de 263,75m2 construidos (según nota simple) con múltiples posibilidades tanto en su zona interior como en la parcela (255m2) que rodea a la vivienda. Su distribución consta de: PLANTA BAJA (74m2 útiles): Accedemos a la vivienda a través de su PORCHE DELANTERO, comunicado a través de la parcela con el porche trasero. → HALL DE ENTRADA con armario ropero. → AMPLIA COCINA independiente, luminosa y con espacio para comer. Armarios altos y bajos. → HABITACIÓN luminosa y amplia con ventana exterior. → BAÑO COMPLETO con plato ducha rinconera con mampara corredera. Ventana exterior. → SALÓN A DOS AMBIENTES con chimenea. En uno dispone de amplio ventanal con vista al porche trasero y en el otro disponemos de salida directa a terraza, con escaleras de bajada al PORCHE TRASERO. La joya de esta vivienda es sin duda el amplio espacio exterior disponible y la posibilidad de disfrutar de su paz y tranquilidad, incorporar piscina rinconera, tomar el sol, leer y comer bajo su cenador o hacer barbacoas con amistades. La parcela que rodea a la vivienda tiene unas posibilidades extraordinarias como jardín, huerto o espacio al aire libre del cual disfrutar. PLANTA PRIMERA (69,70m2 útiles): Ascendemos por escalera protegida por barandilla y llegamos al HALL DISTRIBUIDOR, con armario ropero. → PRIMERA HABITACIÓN amplia, luminosa gracias a la luz natural que entra por su ventana. Armario de 3 cuerpos forrado, vestido y con cajoneras. → SEGUNDA HABITACIÓN muy similar a la anterior. → BAÑO muy luminoso, con venta exterior. Plato de ducha. → HABITACIÓN PRINCIPAL de ensueño por su distribución, amplitud y luminosidad, con armario de 3 cuerpos. Dispone de habitación contigua de la cual se puede conseguir un espectacular vestidor o una habitación para bebés o despacho. → BAÑO EN SUITE completo de dos lavabos y un super práctico plato de ducha de obra. Su tejado con 30 m2 disponibles para instalar paneles solares. PLANTA SÓTANO (89m2 útiles): Dispone de fregadero y caldera FERROLI con depósito de gasóleo de 1000 lts. de capacidad. → GARAJE con cabida para dos coches. Se puede acceder al mismo por el interior de la vivienda o por el exterior a través de la rampa delantera. Puertas eléctricas. → HABITACIÓN con posibilidades varias, como una despensa o un trastero. La rampa delantera de bajada al garaje dispone de puerta eléctrica y el suelo del garaje está habilitado con bomba para expulsión del agua de lluvia. OTRAS CARACTERÍSTICAS DE LA VIVIENDA: → Pintura lisa. → Radiadores en todas las estancias. → Puertas automáticas del garaje recién cambiadas. → Suelos de tarima y gres. → Ventanas Climalit. Varias oscilobatientes. → Aire acondicionado en habitación principal y salón. → Plato ducha con mampara en todos los baños y uno recién reformado. → Espacio dentro la habitación principal con un gran aprovechamiento a modo de vestidor o despacho. IBI: 550€ ¿A qué estás esperando para conocerlo? Llámanos y ven a verlo junto a nosotras. NO COBRAMOS A LA PARTE COMPRADORA. IMPUESTOS Y GASTOS NO INCLUÍDOS: ITP, NOTARÍA, REGISTRO, GESTORÍA, TASACIÓN.",True,good,False,,True,True,,1236.0,chalet,semidetachedHouse,Torres de la Alameda,Chalet pareado en Nogales,True,False,False,False,,,False,False
98294473,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/e2/e1/1007008167.jpg,03-22B,33,3,319900.0,penthouse,sale,174.0,True,4,3,Calle Virgen de la Soledad,Madrid,Mejorada del Campo,,es,40.3966671,-3.4890159,False,https://www.idealista.com/inmueble/98294473/,12684,"HEREDITARIO ofrece estupendo ático en la mejor urbanización de Mejorada del Campo. Se trata de una vivienda de 174 m2 con excelentes calidades y muy luminosa, a escasos metros de Plaza de Toros de Mejorada, Plaza de la Casa Grande y Plaza de San Fernando y a menos de 5 minutos a pie del centro urbano. El inmueble está compuesto de cuatro dormitorios (uno de ellos con balcones y en suite), tres baños, amplio salón comedor, cocina office y más de 25 m2 destinados a terraza. El inmueble cuenta con aire acondicionado, gran capacidad de almacenaje, dos plazas de garaje y trastero. El edificio forma parte de una urbanización privada de renombre en Mejorada Del Campo, con solo 18 años de antigüedad y cuenta con ascensores, garajes, conserje, jardinero, parque infantil, zona de recreo, piscina y jardines. Por su ubicación, el inmueble está rodeado de todo tipo de servicios; asistenciales, educativos, culturales y de ocio, contando con cadenas de supermercados, centro comercial, farmacias, institutos y colegios, centro de salud y oferta de bares y terrazas en sus inmediaciones. Muy bien comunicado y fácil acceso a M-50 y R-3, emplazado en un entorno único en Madrid. No dudes en comunicarte con nosotros para más información o para realizar una vista. Envíanos tu nombre y número de teléfono y estaremos encantados de ayudarte.",True,good,False,True,True,True,,1839.0,flat,penthouse,Mejorada del Campo,Ático en Calle Virgen de la Soledad,True,False,True,False,,,False,False
98249692,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/0f/f3/1005513567.jpg,MN4-4429,18,1,184000.0,flat,sale,83.0,True,2,2,Plaza DE LA ILUSTRACIÓN,Madrid,Mejorada del Campo,,es,40.3963643,-3.4816604,False,https://www.idealista.com/inmueble/98249692/,12311,"Fantástico piso de 2 habitaciones (antes 3) y 2 baños, en Mejorada del Campo. 83 m2 construidos. 68 m2 útiles. Orientación Este. No dispone de ascensor. Cocina amueblada con terraza cerrada. Calefacción y aire acondicionado. Armarios empotrados, suelo de parquet, ventanas dobles de aluminio y puertas lacadas. Dispone de una plaza de garaje. Piscina y zona ajardinada. Certificado energético D. NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra - venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",True,good,False,False,True,True,,2217.0,flat,,Mejorada del Campo,Piso en Plaza DE LA ILUSTRACIÓN,False,False,False,False,,,False,False
97699830,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/58/7d/1049232496.jpg,ZMES506173MB,23,,299500.0,chalet,sale,394.0,False,3,1,"Calle del Marqués de Hinojares, 28",Madrid,Mejorada del Campo,,es,40.3980577,-3.4913096,True,https://www.idealista.com/inmueble/97699830/,12922,"Gran casa en el centro de Mejorada del Campo, con 193 m² construidos y 201 m² de terreno sin construir.     Tiene 2 entradas, la principal para los coches que accede directamente al patio que hay en la parte de atrás.      Este inmueble ofrece la posibilidad de hacer la casa de tus sueños a 15 minutos del centro de Madrid.     También tiene un proyecto aceptado por el ayuntamiento de esta localidad en el que se puede edificar dicho terreno construyendo 3 alturas y alrededor de 12 viviendas además de plaza de garaje.    Dispone de:  - 2 Salones  - 1 Baño   - 3 Habitaciones   - 2 Almacenes   - Patio de 201 m²   La propiedad hace esquina con la puerta principal en Marqués de Hinojares y el acceso para vehículos en Calle del Dr. Fleming.    El inmueble necesita ser actualizado, por ello se ofrece a un precio más bajo que el precio de mercado.    Esta vivienda situada en una buena zona y en el sureste de Mejorada del Campo dispone alrededor de todos tipos de supermercados y bancos sin necesidad de coger coche o transporte.     Mejorada del Campo tiene alrededor de 25.000 habitantes, se encuentra en el sureste de la Comunidad de Madrid y limita con Rivas Vaciamadrid, San Fernando de Henares, Loeches y Velilla de San Antonio, se encuentra a 15 minutos del centro de Madrid y a 20 minutos del Aeropuerto Adolfo Suárez Madrid-Barajas, tiene acceso directo a la R-3 y las carreteras convencionales M-208 y M-203.     En cuanto al transporte público tiene las líneas, 280, 282, 284, 285, 340 y 341 además de la línea nocturna N-203.     Contacte con nosotros para recibir más información sobre el inmueble.",True,renew,False,,,,,760.0,chalet,independantHouse,Mejorada del Campo,"Casa independiente en Calle del Marqués de Hinojares, 28",False,False,False,False,,,False,False
96889006,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/f1/59/959567010.jpg,11557,16,bj,189600.0,flat,sale,106.0,True,2,1,"DEL CASTILLO, 3",Madrid,Arganda,Centro,es,40.302193,-3.449896,True,https://www.idealista.com/inmueble/96889006/,3917," Edificio situado en la localidad de Arganda del Rey, provincia de Madrid. La vivienda tiene una superficie de 105,99 m2 registrales. El entorno dispone de los servicios mínimos (suministro de energía eléctrica, abastecimiento de agua, acceso rodado y evacuación de aguas residuales) encontrándose en un buen estado de conservación). Dispone también de equipamiento como comercial, escolar y sanitario. Las comunicaciones del entorno con el resto de la población pueden considerarse buenas. Las comunicaciones interurbanas pueden considerarse suficientes. Arganda del Rey es un municipio y localidad española de la Comunidad de Madrid, situada a 28 km de Madrid. Enlaza con Madrid por la línea 312 de Alsa, por la línea 9 de TFM de metro, por la autovía A-3 y por la autopista de peaje R-3. La población del término municipal alcanza los 53 821 habitantes (INE 2017).",True,good,False,False,,,,1789.0,flat,,"Centro, Arganda","Piso en DEL CASTILLO, 3",True,False,False,False,,,False,False
95261880,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/b8/46/913713450.jpg,5939147,36,bj,152100.0,flat,sale,104.0,True,2,1,"san jose, 1",Madrid,Arganda,Centro,es,40.299121,-3.440961,True,https://www.idealista.com/inmueble/95261880/,3186,"*** INMOBILIARIA CON LLAVES ** SIN COMISIONES ** INMOBILIARIA HOMOLOGADA ** EHABITAR Vivienda de 2 habitaciones y un baño, cocina y un muy amplio salón-comedor, con terraza tendedero con acceso esta a las áreas comunes de la finca.  CON GARAJE Y TRASTERO. Planta baja para su acceso, pero desde la calle es una primera planta. Requiere de reforma en cocina y actualización del resto de dependencias, finca con ascensor. Edificio residencial de cinco alturas con ascensor, con áreas comunes que incluyen una piscina, plaza de garaje. Edificio ubicado en Arganda del Rey, muy cercano al centro, cuenta con todos los servicios de trasporte, médicos y comercios cerca, además de centros educativos y ocio *** INMOBILIARIA CON LLAVES ** SIN COMISIONES ** INMOBILIARIA HOMOLOGADA **.",False,renew,False,True,True,True,,1463.0,flat,,"Centro, Arganda","Piso en san jose, 1",False,False,False,False,,,False,False
93232990,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f3/a1/5f/857637890.jpg,MN-3330,18,3,300000.0,flat,sale,132.0,True,3,2,Calle MARÍA ZAYAS,Madrid,Arganda,Centro,es,40.3037128,-3.4423194,False,https://www.idealista.com/inmueble/93232990/,3275,"Magnífico Piso exterior de 3 habitaciones y 2 baños en Arganda. Dispone de 132 m2 construidos. Vivienda en buen estado del año 19999 con orientación Este. Calefacción y aire acondicionado por conductos. Armarios empotrados, ventanas climalit oscilobatientes, puertas de madera y suelo de parqué. Certificado energético A. Tiene ascensor. NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra – venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",True,good,False,True,,,,2273.0,flat,,"Centro, Arganda",Piso en Calle MARÍA ZAYAS,False,False,False,False,,,False,False
